,text,classification,avg_syllable_count,avg_wordlength,avg_sentlengthbyword,count_functionalwords,punctuation_count_ratio,fleschreadingease,kincaid,gunningfogindex,dalechallindex,yulek,herdan,maas,msttr,mattr,simpsond,sem_spread,pos_sem_spread
10," television series created by The Fred Rogers Company and produced by Sesame Workshop. It premiered on PBS Kids in the United States on September 6, 2014. The show follows the adventures of a group of animated animals who live in the fictional land of Wubbville. The show is designed to be educational and entertaining for children aged four to six years old. The main characters are Wubbzy, his best friend Tutter, and their friends Gurn, Zuppy, and Pup-Up. Each episode focuses on a different lesson or skill that children can learn, such as problem solving, friendship, and perseverance. The show is known for its bright colors, catchy songs, and positive message about the importance of friendship and teamwork.",1.0,1.3220338983050848,6.184210526315789,16.857142857142858,0.3474576271186441,0.02847571189279732,-37.68415254237286,47.83,52.96271186440678,15.243283050847458,114.44708680142686,0.9394810951541397,0.012731199454064616,0.9238095238095239,0.9424836601307187,0.011544227886056972,0.1870726718567604,0.10625000000000001
11,"Bert's Family Feud was an Australian game show remake based on the American show of the same name. The series was produced by Grundy Television in conjunction with FremantleMedia. It was broadcast on the Nine Network and hosted by Bert Newton. The title refers to host Bert Newton as the show intended to feature celebrities and their families as contestants. A principal motivation for establishing the show was that the Nine Network had the highest-rating Australian television news service for many years, but has seen its viewing audience abandon the network in favour of the Seven Network's Seven News and Today Tonight.  This is not only due to Seven's increasing ratings for its news programming, but also due to their highly successful game show Deal or No Deal which airs in the 5:30pm timeslot, leading into the news.  Leading up to the program's February 2006 launch there was speculation that the network may delay the program until mid-year and instead show reruns of Friends in the 5:30pm timeslot.  Network executives are hoping that Friends reruns will reignite the timeslot and allow Bert's Family Feud to premiere.",0.0,1.3387096774193548,6.093220338983051,23.25,0.34408602150537637,0.019067796610169493,-111.35740932642484,76.73803108808289,81.55233160621762,19.42712383419689,155.67867036011083,0.8905674474136436,0.020856117883464764,0.9166666666666666,0.9151515151515153,0.015650236702868282,0.17533005195224774,0.10331632653061223
12,"The Macbeth Gallery was an art gallery in New York City that was the first to specialize in American art. Founded by William Macbeth in 1892, the gallery gained notoriety in 1908 when it put on an exhibition protesting the restrictive policies and conservative tastes of the existing art establishment in New York, exemplified by the National Academy of Design. The exhibition showcased the work of eight artists who were known for portraying gritty scenes of daily life, especially of poorer communities in New York: Robert Henri, William Glackens, George Luks, Everett Shinn, John Sloan, Arthur Bowen Davies, Ernest Lawson, and Maurice Prendergast. Though they had varying styles, the artists were later known collectively as ""The Eight"". Henri, Glackens, Luks, Shinn, and Sloan were associated with the Ashcan School, and the 1908 exhibition brought increased national attention to that movement and founded their reputations. In 1948, Andrew Wyeth's painting Christina's World was first exhibited at the Macbeth Gallery before it was purchased by the Museum of Modern Art.",0.0,1.4166666666666667,6.321739130434783,28.0,0.2916666666666667,0.030803080308030802,-98.5867647058823,69.24294117647058,74.11764705882352,19.870617647058822,137.90100159674844,0.9008570396973916,0.019394209142757357,0.9272727272727274,0.929824561403509,0.013873676524278934,0.19152629509971697,0.07941176470588235
13,"is a Japanese professional drifting driver, currently competing in the D1 Grand Prix series for ATR Radial / Monster Energy / Sunoco and RDS GP for AIMOL Racing / Sailun Tires. Formerly competing in Formula DRIFT USA and World Championship series for Achilles Radial. He was the first driver to win the two drifting majors, D1GP in 2008 and Formula D in 2012. Biography
From an early age he was into motorbikes as his father was, and got his motorcycle license at 16. One night when he was out riding with his friends they stumbled upon a drift meeting in the hills of Karuizawa, there he saw a white Mercedes-Benz saloon drifting. From then on he wanted to drift himself and he wanted to drift a saloon. As soon as he was 18 he got his drivers license, his father did not want him to drift so bought him a Mini Cooper as his first car. At this time he did not know that it would not be a good car to drift so he tried, and ended up writing it off. He then bought a Nissan Silvia S13 without asking his parents and set about practicing, his first practice session lasted 36 hours only stopping for food and fuel. He learned a lot from this first practice session though he totalled the Nissan Silvia S13 a couple of weeks later.",0.0,1.251082251082251,5.553846153846154,23.1,0.33771929824561403,0.01701701701701702,-14.99605263157892,43.67175438596492,47.00350877192983,14.484978947368422,111.80598845743933,0.8958818567641873,0.019255564209253385,0.9285714285714287,0.9406698564593305,0.011230961903607643,0.1753907534674064,0.09347826086956522
14,"The Brush Ground was a cricket ground in Loughborough, Leicestershire. Owned by the Brush Electrical Machines Company and used by the company cricket team, it was used as an outground by Leicestershire. They first played there in a first-class match against Hampshire in the 1953 County Championship. Leicestershire played there at least once a year (with the exception of 1964) until 1965, playing sixteen first-class matches. The ground was later purchased by Leicestershire County Council in 2017, with the ground redeveloped for residential purposes. The sports club moved to new premises three–times the size Nanpantan Road in Loughborough. First-class records
 Highest team total: 426 all out by Surrey v Leicestershire, 1953
 Lowest team total: 36 all out by Leicestershire v Derbyshire, 1965
 Highest individual innings: 135 by Eric Bedser for Surrey v Leicestershire, 1953
 Best bowling in an innings: 10–78 by Tony Pearson for Cambridge University v Leicestershire, 1961
 Best bowling in a match: 14–119 by Butch White, for Hampshire v Leicestershire, 1963",0.0,1.2822085889570551,6.693693693693693,23.285714285714285,0.2822085889570552,0.023230088495575223,57.45935742971889,12.118072289156633,12.994377510040161,12.713525702811244,167.56001981892706,0.8757141597357586,0.024837564726977714,0.925925925925926,0.9140740740740738,0.01686921821150009,0.16972991144167998,0.08430232558139536
15," health condition characterized by the occurrence of frequent, intense episodes of depression that are typically milder than major depressive disorder. These episodes may last for weeks or months and can be triggered by various factors such as stress, sleep disturbances, physical health problems, or life events. RBD is often associated with other mood disorders such as bipolar disorder and personality disorders. The diagnosis of RBD requires at least four distinct depression episodes in the past year, each lasting at least two weeks, with a clear onset and resolution. The condition can be treated with medication, therapy, and lifestyle changes to manage symptoms and prevent further episodes.",1.0,1.4528301886792452,6.926470588235294,21.2,0.3490566037735849,0.021885521885521887,-51.59839622641506,46.78962264150944,53.3433962264151,16.342213207547168,76.53969384122465,0.9314596661802781,0.014697379431042453,0.9714285714285715,0.9710144927536232,0.0077268643306379154,0.17771387814279566,0.15186915887850466
16," District of Zambia. It is located approximately 50 kilometers south-west of the capital city Lusaka. The town was founded in the early 1960s and has grown to become an important commercial center in the region, with a population of over 20,000 people. Nyacheki is known for its vibrant market place, which attracts traders from all over Zambia and neighboring countries such as Malawi and Mozambique. The town is also home to several schools, hospitals, and other essential services that cater to the needs of its residents.",1.0,1.4069767441860466,6.63265306122449,17.2,0.4069767441860465,0.022779043280182234,-14.690689655172392,36.9216091954023,40.777011494252875,13.759516091954023,107.70975056689343,0.9386267300524292,0.013851457357386686,0.96,0.9571428571428565,0.010900745840504877,0.15043288633635546,0.11647727272727272
17," January 31, 1879) was an American inventor and businessman who developed the first successful cotton gin in the United States. The cotton gin was a machine that greatly increased the efficiency of separating cotton fibers from their seeds, making cotton production much more profitable for planters. Slingerland's invention revolutionized the textile industry and played a significant role in the development of modern agriculture in the United States.",1.0,1.5671641791044777,7.113636363636363,22.333333333333332,0.34328358208955223,0.015544041450777202,-11.4791176470588,31.753529411764706,36.023529411764706,13.743270588235294,169.880624426079,0.9239904596614789,0.018142196676988555,0.9333333333333333,0.9128205128205127,0.01724941724941725,0.16958275236113737,0.12681159420289856
18,"Venous cutdown is an emergency procedure in which the vein is exposed surgically and then a cannula is inserted into the vein under direct vision. It is used to get vascular access in trauma and hypovolemic shock patients when peripheral cannulation is difficult or impossible. The saphenous vein is most commonly used. This procedure has fallen out of favor with the development of safer techniques for central venous catheterization such as the Seldinger technique, the modified Seldinger technique, intraosseous infusion, as well as the use of ultrasound guidance for placement of central venous catheters without using the cutdown technique. Procedure
The skin is cleaned, draped, and anesthetized if time allows. The greater saphenous vein is identified on the surface above the medial malleolus, a full-thickness transverse skin incision is made, and 2 cm of the vein is freed from the surrounding structures. The vessel is tied closed distally, the proximal portion is transected (venotomy) and gently dilated, and a cannula is introduced through the venotomy and secured in place with a more proximal ligature around the vein and cannula. An intravenous line is connected to the cannula to complete the procedure.",0.0,1.4712041884816753,7.106194690265487,23.875,0.4083769633507853,0.016456921587608905,-36.265039267015666,42.04243455497382,49.09005235602095,15.648273821989529,209.41828254847647,0.8992714358469163,0.019197275020621022,0.9166666666666666,0.8996212121212124,0.021052631578947368,0.17277402862681135,0.13917525773195877
19," regime was the government that ruled Spain from 1936 to 1975, during the Franco dictatorship. It was a period of extreme conservatism and authoritarianism in Spanish history, marked by a strong centralization of power and a rejection of modernity. The regime was led by General Francisco Franco, who came to power after leading a military coup d'état against the democratically elected government of Miguel de la Madrid. During its rule, the Francoist regime implemented policies that were intended to promote traditional Spanish culture and values, such as the suppression of Catalan language and culture, the closure of universities, and the censorship of literature and art. The regime also engaged in human rights abuses, including the repression of political dissidents and opponents, and the forced labor of Republican prisoners during the Spanish Civil War. Despite its authoritarianism, the Francoist regime was able to maintain control over Spain for four decades, until Franco's death in 1975.",1.0,1.5454545454545454,6.98936170212766,25.666666666666668,0.35064935064935066,0.02235294117647059,-101.72423076923073,66.20256410256411,70.34871794871795,18.864228205128207,163.18509974796018,0.907346092485804,0.018418656379830492,0.9333333333333333,0.9247002398081533,0.016425868593051257,0.16110575188378481,0.10897435897435896
20,", also known as Zeke Asakura in the English version of the 2001 anime, is a fictional character and the main antagonist in the manga and anime series Shaman King, created by Hiroyuki Takei. He is voiced by Minami Takayama in the Japanese version, Sebastian Arcelus in the English version of the 2001 anime and Erica Mendez in the English dub of the 2021 anime. Hao is the ancestor of Yoh Asakura, the protagonist of the series, as well as his twin brother in his third life. Overview
In Shaman King, Hao initially appears as one of many unnamed observers to Yoh Asakura and Tao Ren's match for the final qualifying spot for the Shaman Fight and resides by the Matagawa River in Tokyo with the Spirit of Fire. In his first formal appearance in Reincarnation 78, he is introduced as , a powerful shaman who Yoh notes has an uncanny resemblance to both himself and the Patch Officiant Silva. Accompanied by a number of followers, Hao declares his intention to create a shaman-only world and expresses an immediate interest in Yoh as someone who Hao will need in the future. Hao continues to observe Yoh and his development throughout the series for the intention of eventually claiming Yoh's soul as part of his own. Hao also develops an interest in Anna Kyoyama after realizing she had the power to defeat the shikigami he created and because of her strong resemblance to Asanoha Douji, his mother in his original incarnation.",0.0,1.412,6.219858156028369,31.25,0.40725806451612906,0.017857142857142856,-45.24799999999996,50.623999999999995,55.28,16.4683,187.057968140657,0.8827465471684136,0.021298163801088652,0.9125000000000001,0.9054597701149432,0.01878214700514352,0.1883014710571585,0.09027777777777778
21,"Luis Carlos Montalvan (April 13, 1973 – December 2, 2016) was an American soldier and author. He was born in Washington, DC and grew up in Potomac, MD, received a BA from the University of Maryland and a Master’s in Journalism from Columbia University. He served two tours of duty in Iraq and was an advocate for the use of service dogs. He also raised awareness about PTSD and its impact on veterans. He was also known for his New York Times Bestselling memoir, Until Tuesday: A Wounded Warrior and the Golden Retriever Who Saved Him, co-written with author, Bret Witter, in 2011. Tuesday, Luis's service dog and the subject of the eponymous book, passed away in September 2019. Montalvan was born in Washington D.C., and grew up in Potomac, Maryland. He was Cuban-American. When he was 17, he joined the United States Army, though he was discharged. He was later in the Reserve Officers' Training Corps while he attended the University of Maryland. In 2003, he was deployed to Iraq. On December 21, 2003, Montalvan describes how he was stabbed by a knife at a checkpoint in Al-Waleed. However, other members of the military have disputed the exact details of how Montalvan was injured and exactly what happened that night. An Associated Press report also disputed Montalvan’s description of the event and other descriptions written in his memoir, Until Tuesday. Montalvan addresses these differences in his book.",0.0,1.3823529411764706,5.9072847682119205,15.866666666666667,0.3025210084033613,0.033984706881903144,-159.94099585062236,95.4390041493776,99.55352697095435,21.74885518672199,150.64548730954786,0.8958011556851252,0.01917632964047802,0.9511111111111112,0.928062015503877,0.015130621313108097,0.1693304740485205,0.07201646090534979
22,"Steven Donato Cangialosi (born October 28, 1963) is the primary television play-by-play announcer for the New Jersey Devils and the New York Red Bulls on the MSG Network, and also works on MLS, Serie A, and international soccer matches for ESPN.
Cangialosi replaced Mike ""Doc"" Emrick after he stepped down from the play-by-play role after 21 seasons in 2011. He currently serves with color analyst and former NHL defenseman Ken Daneyko after working for three seasons with former NHL goaltender Chico Resch. Prior to this, Cangialosi served as the backup play-by-play announcer to Emrick and the primary studio host for pre/post and intermission studio shows. He has also had other various jobs in television and radio including a three-year run as a sports talk-show host on ESPN radio in New York City. Steve Cangialosi worked on his first Olympic Games at the London 2012 event, broadcasting several soccer matches. Cangialosi works on Red Bulls games with color analyst and former New York Cosmos goalkeeper Shep Messing and also occasionally works on international soccer matches for BeIn Sport, Fox Sports and NBC Sports, where he has broadcast several Olympic, Gold Cup, and Europa League soccer matches.",0.0,1.4102564102564104,6.036231884057971,27.857142857142858,0.28717948717948716,0.018664047151277015,-27.73602040816324,41.47387755102041,45.11836734693878,17.036789795918367,105.8085030563855,0.8914484920229199,0.0206675279693981,0.9222222222222224,0.9419962335216578,0.010636538991457702,0.17532383248749417,0.0975609756097561
23,"Ultratumbita (real name unrevealed) is a Mexican luchador enmascarado, or masked professional wrestler, best known for his work in Consejo Mundial de Lucha Libre's (CMLL), Minis division; working in the Mini division does not necessarily mean that Serrano is a dwarf as several short wrestlers work in the ""Mini"" division. Professional wrestling career
In 1992 then-CMLL booker Antonio Peña left CMLL to form his own promotion, Asistencia Asesoría y Administración (AAA); Peña had been the mastermind behind the CMLL Minis division and most of the Minis in CMLL decided to leave with Peña. Ultratumbita and a number of other wrestlers were brought in to replenish the division. Ultratumbita is a miniature version of regular sized wrestler Ultratumba. On September 11, 1993, Ultratumbita defeated Orito to win the CMLL World Mini-Estrella Championship, becoming the third champion. Ultratumbita held the Minis title for 520 days before losing it to Máscarita Mágica on February 13, 1995. In April 1995, Ultratumbita won a Lucha de Apuesta, or ""bet match"" over Máscarita Mágica as part of their storyline and forced Mágica to unmask. Ultratumbita has not wrestled since late 1995 / early 1996, the most likely reason is that the man behind the Ultratumbita mask was ""repackaged"" and given a new ring name and mask, but it has never been documented if this truly the case or not.",0.0,1.5112107623318385,6.217687074829932,27.875,0.3108108108108108,0.025086505190311418,-39.49714125560536,46.46809417040359,48.54618834080718,15.893581614349776,103.50248930037557,0.9071107356479231,0.017310786349405378,0.9619047619047619,0.9566666666666674,0.010398841648018955,0.1560651701781336,0.08960176991150443
24,"Alonso de Ojeda  (; c. 1466 – c. 1515) was a Spanish explorer, governor and conquistador. He travelled through modern-day Guyana, Venezuela, Trinidad, Tobago, Curaçao, Aruba and Colombia. He navigated with Amerigo Vespucci who is famous for having named Venezuela, which he explored during his first two expeditions, for having been the first European to visit Guyana, Curaçao, Colombia, and  Lake Maracaibo, and later for founding Santa Cruz (La Guairita). Early life 
Alonso de Ojeda was born in Torrejoncillo del Rey, New Castile around 1466. His father, Rodrigo de Huete, was a minor noble who fought for Isabel in 1474 during the War of the Castilian Succession. Isabel was grateful for his support and put his son, Alonso, under her protection. In his youth, Alonso served the Duke of Medinaceli, Luis de la Cerda. In service to the duke, he distinguished himself in the conquest of Granada with his military abilities, his skill as a swordsman and his bravery.",0.0,1.559748427672956,5.871287128712871,19.875,0.25949367088607594,0.03965303593556382,-9.172436305732461,34.04028662420383,34.96687898089172,15.274240127388534,105.0877867486864,0.9094061093665368,0.018009145933041683,0.9199999999999999,0.9410071942446036,0.010577915376676987,0.19248541487623447,0.06521739130434784
25," 28 February 2017) was a German politician who served as the leader of the Social Democratic Party of Germany from 1969 to 1974. He was born in Berlin and studied law at the University of Leipzig, where he also worked as a teacher. Albrecht became involved in politics during his student days, joining the SDP youth organization. After completing his studies, he worked for several years as an assistant to the party leader Willy Brandt. In 1964, he was elected to the Berlin Senate and served as its chairman from 1970 until his retirement in 1985. During his time at the helm of the Senate, Albrecht played a key role in the city's reconstruction after World War II, particularly in the area of urban planning and architecture. He was also an advocate for social welfare policies and fought against discrimination and inequality. In addition to his political career,",1.0,1.4189189189189189,6.186046511627907,18.5,0.3581081081081081,0.020833333333333332,-69.31275167785232,59.94281879194631,64.43221476510068,17.491262416107382,140.8450704225352,0.8964500183024277,0.02089459145648496,0.9629629629629631,0.9546875,0.014184397163120567,0.15493259589368052,0.09000000000000001
